order_id,user_id,session_id,order_date,total_amount,status
925,2731,6569,2024-02-29 00:00:00,63.52,Delivered
926,434,6579,2023-02-06 00:00:00,147.89,Delivered
927,994,6586,2022-03-15 00:00:00,83.19,Delivered
928,357,6589,2023-01-26 00:00:00,224.58,Delivered
929,1175,6593,2023-08-15 00:00:00,2178.26,Delivered
930,3230,6595,2024-01-19 00:00:00,146.9,Delivered
931,2929,6600,2023-02-14 00:00:00,162.03,Delivered
932,1060,6612,2024-01-04 00:00:00,185.02,Cancelled
933,311,6620,2023-10-25 00:00:00,1209.38,Delivered
934,2774,6621,2024-01-22 00:00:00,928.99,Delivered
935,2171,6625,2023-04-02 00:00:00,83.19,Delivered
936,3609,6627,2023-11-21 00:00:00,63.93,Delivered
937,2959,6635,2023-10-20 00:00:00,1010.27,Delivered
938,3713,6638,2024-02-13 00:00:00,36.61,Delivered
939,4237,6643,2023-06-08 00:00:00,130.51,Delivered
940,152,6647,2022-08-24 00:00:00,1418.41,Delivered
941,2288,6651,2023-04-12 00:00:00,65.8,Delivered
942,243,6656,2024-02-26 00:00:00,172.34,Delivered
943,550,6659,2023-10-28 00:00:00,100.13,Delivered
944,3467,6662,2023-11-01 00:00:00,183.2,Delivered
945,856,6669,2023-09-10 00:00:00,223.04,Delivered
946,377,6672,2023-06-09 00:00:00,340.11,Delivered
947,1935,6683,2024-02-17 00:00:00,262.6,Cancelled
948,594,6685,2024-01-21 00:00:00,215.84,Delivered
949,4896,6687,2024-01-21 00:00:00,186.85,Delivered
950,2120,6688,2022-09-18 00:00:00,101.52,Delivered
951,1807,6695,2023-10-17 00:00:00,174.96,Delivered
952,1684,6706,2022-12-12 00:00:00,108.25,Delivered
953,3615,6712,2023-03-22 00:00:00,381.67,Cancelled
954,2467,6723,2023-11-23 00:00:00,201.22,Delivered
955,3427,6730,2022-08-11 00:00:00,1245.12,Delivered
956,56,6737,2023-09-22 00:00:00,73.22,Delivered
957,2179,6740,2022-09-04 00:00:00,1521.07,Delivered
958,3422,6742,2023-08-16 00:00:00,2255.63,Delivered
959,4725,6743,2022-10-01 00:00:00,1151.32,Delivered
960,4027,6745,2024-02-22 00:00:00,933.24,Delivered
961,285,6761,2023-01-24 00:00:00,496.49,Cancelled
962,889,6768,2023-03-27 00:00:00,206.92,Delivered
963,4778,6785,2022-05-18 00:00:00,316.73,Delivered
964,1378,6788,2024-03-01 00:00:00,193.48,Delivered
965,2965,6790,2023-09-08 00:00:00,175.3,Delivered
966,4967,6792,2022-10-24 00:00:00,446.08,Delivered
967,4051,6794,2022-10-21 00:00:00,1954.9,Delivered
968,617,6799,2024-02-01 00:00:00,1521.91,Delivered
969,4787,6815,2024-02-03 00:00:00,285.38,Delivered
970,4566,6819,2023-11-25 00:00:00,1038.41,Delivered
971,798,6826,2023-07-15 00:00:00,770.08,Delivered
972,867,6827,2023-03-19 00:00:00,245.54,Processing
973,418,6830,2022-09-16 00:00:00,1999.57,Delivered
974,4946,6837,2023-03-28 00:00:00,239.25,Delivered
975,32,6845,2023-04-26 00:00:00,127.19,Delivered
976,3227,6846,2023-12-08 00:00:00,216.97,Delivered
977,1958,6852,2023-06-24 00:00:00,296.15,Delivered
978,492,6858,2024-01-12 00:00:00,814.86,Delivered
979,2532,6863,2024-01-03 00:00:00,1556.3,Delivered
980,2176,6881,2024-02-14 00:00:00,185.86,Delivered
981,2515,6886,2023-04-11 00:00:00,619.36,Cancelled
982,1170,6910,2024-02-06 00:00:00,555.13,Delivered
983,1449,6915,2022-12-07 00:00:00,960.92,Delivered
984,3101,6920,2023-09-15 00:00:00,2581.88,Cancelled
985,4260,6922,2023-12-18 00:00:00,381.97,Delivered
986,2655,6926,2023-08-17 00:00:00,228.69,Delivered
987,832,6929,2023-12-29 00:00:00,486.01,Delivered
988,4936,6933,2023-12-06 00:00:00,105.71,Delivered
989,1293,6935,2024-01-14 00:00:00,82.38,Delivered
990,1256,6938,2022-11-03 00:00:00,243.28,Delivered
991,4713,6948,2022-09-01 00:00:00,512.34,Delivered
992,2409,6952,2023-02-13 00:00:00,1280.48,Delivered
993,1792,6953,2024-02-07 00:00:00,63.55,Delivered
994,4258,6961,2023-09-02 00:00:00,1711.36,Delivered
995,935,6963,2022-08-17 00:00:00,346.02,Delivered
996,928,6964,2023-09-26 00:00:00,97.05,Delivered
997,205,6965,2023-10-17 00:00:00,94.93,Delivered
998,352,6970,2023-06-29 00:00:00,672.67,Shipped
999,2377,6972,2023-02-12 00:00:00,21.28,Delivered
1000,3665,6987,2024-02-03 00:00:00,434.1,Delivered
1001,4488,6989,2023-03-10 00:00:00,190.53,Delivered
1002,4178,6995,2023-12-06 00:00:00,764.24,Delivered
1003,3620,6997,2023-03-19 00:00:00,522.81,Delivered
1004,542,7006,2023-12-25 00:00:00,815.19,Delivered
1005,727,7008,2023-11-08 00:00:00,885.62,Processing
1006,329,7025,2022-09-30 00:00:00,4704.75,Shipped
1007,1329,7028,2024-01-10 00:00:00,138.97,Delivered
1008,3872,7036,2023-12-17 00:00:00,138.97,Delivered
1009,2089,7037,2022-10-16 00:00:00,2169.63,Delivered
1010,1423,7066,2023-04-01 00:00:00,467.81,Delivered
1011,18,7071,2023-12-16 00:00:00,275.93,Delivered
1012,4837,7083,2023-07-20 00:00:00,369.7,Delivered
1013,2771,7088,2023-02-11 00:00:00,45.23,Cancelled
1014,3938,7094,2022-08-29 00:00:00,132.87,Delivered
1015,4190,7096,2023-04-10 00:00:00,161.52,Delivered
1016,3897,7105,2022-10-17 00:00:00,966.03,Delivered
1017,3467,7107,2022-08-22 00:00:00,385.77,Delivered
1018,3579,7111,2023-01-21 00:00:00,132.87,Delivered
1019,3634,7116,2023-12-05 00:00:00,281.1,Delivered
1020,1884,7120,2023-11-07 00:00:00,367.66,Delivered
1021,4348,7122,2023-09-10 00:00:00,117.22,Delivered
1022,3419,7136,2023-10-27 00:00:00,498.82,Delivered
1023,2902,7159,2023-11-16 00:00:00,146.59,Delivered
1024,4306,7162,2024-01-26 00:00:00,147.76,Delivered
1025,3062,7169,2023-05-28 00:00:00,1558.68,Delivered
1026,2469,7170,2023-09-07 00:00:00,2571.23,Delivered
1027,4427,7174,2022-07-19 00:00:00,557.68,Delivered
1028,2711,7182,2024-02-21 00:00:00,381.97,Delivered
1029,1674,7184,2023-10-07 00:00:00,117.22,Delivered
1030,2756,7189,2022-06-04 00:00:00,353.87,Delivered
1031,2433,7193,2024-01-05 00:00:00,156.02,Delivered
1032,4778,7198,2022-11-09 00:00:00,106.16,Delivered
1033,4784,7208,2023-11-09 00:00:00,1397.19,Delivered
1034,4312,7213,2023-05-07 00:00:00,148.77,Delivered
1035,2773,7232,2022-06-01 00:00:00,354.72,Delivered
1036,1958,7239,2023-09-03 00:00:00,467.24,Delivered
1037,4053,7253,2022-08-19 00:00:00,309.79,Delivered
1038,4116,7261,2024-02-15 00:00:00,1005.52,Delivered
1039,1341,7284,2024-03-01 00:00:00,67.25,Delivered
1040,1873,7287,2023-09-30 00:00:00,1355.46,Delivered
1041,1418,7292,2023-10-01 00:00:00,667.49,Delivered
1042,2159,7314,2023-11-08 00:00:00,394.09,Delivered
1043,2812,7318,2024-02-02 00:00:00,85.46,Delivered
1044,1707,7322,2023-10-07 00:00:00,858.76,Delivered
1045,959,7324,2023-06-19 00:00:00,271.12,Delivered
1046,3906,7332,2023-10-08 00:00:00,320.93,Delivered
1047,143,7333,2023-10-15 00:00:00,572.36,Delivered
1048,3769,7336,2024-02-22 00:00:00,149.46,Delivered
1049,2671,7338,2023-08-07 00:00:00,33.85,Delivered
1050,1588,7339,2023-10-15 00:00:00,16.33,Delivered
1051,1318,7347,2023-04-25 00:00:00,69.89,Delivered
1052,4058,7350,2024-03-01 00:00:00,554.81,Delivered
1053,3613,7357,2024-02-19 00:00:00,82.38,Cancelled
1054,266,7360,2024-02-23 00:00:00,90.67,Delivered
1055,4437,7365,2023-09-03 00:00:00,127.63,Cancelled
1056,1435,7366,2023-05-26 00:00:00,713.77,Delivered
1057,1143,7373,2024-02-13 00:00:00,127.63,Processing
1058,4657,7383,2024-02-25 00:00:00,69.89,Delivered
1059,961,7388,2022-09-29 00:00:00,156.17,Delivered
1060,3400,7390,2022-11-05 00:00:00,134.94,Delivered
1061,2533,7405,2024-02-01 00:00:00,84.78,Delivered
1062,4246,7408,2023-11-01 00:00:00,2127.91,Delivered
1063,2648,7409,2023-02-08 00:00:00,147.76,Delivered
1064,4945,7410,2023-11-25 00:00:00,477.58,Processing
1065,4265,7411,2023-04-25 00:00:00,89.21,Cancelled
1066,2946,7425,2022-08-04 00:00:00,711.87,Delivered
1067,2207,7430,2023-01-25 00:00:00,516.83,Delivered
1068,2287,7437,2023-06-20 00:00:00,582.22,Delivered
1069,1551,7439,2023-08-11 00:00:00,418.02,Delivered
1070,2280,7446,2023-01-21 00:00:00,677.26,Cancelled
1071,3660,7453,2024-01-02 00:00:00,416.14,Delivered
1072,4266,7463,2024-02-24 00:00:00,142.69,Delivered
1073,2327,7470,2023-12-10 00:00:00,191.39,Delivered
1074,779,7474,2022-06-30 00:00:00,138.97,Delivered
1075,1810,7493,2024-02-12 00:00:00,288.23,Delivered
1076,459,7494,2023-11-09 00:00:00,2669.25,Delivered
1077,210,7500,2023-02-03 00:00:00,281.11,Delivered
1078,250,7501,2023-08-04 00:00:00,688.34,Delivered
1079,390,7511,2023-12-18 00:00:00,13.72,Delivered
1080,444,7519,2023-10-03 00:00:00,1009.92,Delivered
1081,1383,7520,2023-03-18 00:00:00,139.34,Delivered
1082,1901,7524,2023-11-07 00:00:00,290.7,Delivered
1083,1732,7535,2023-09-08 00:00:00,154.71,Delivered
1084,1897,7538,2023-12-10 00:00:00,288.32,Delivered
1085,81,7540,2024-02-18 00:00:00,271.62,Delivered
1086,2921,7541,2023-06-19 00:00:00,106.16,Delivered
1087,3295,7554,2022-05-13 00:00:00,1002.79,Delivered
1088,2144,7560,2024-02-25 00:00:00,69.89,Delivered
1089,2055,7580,2022-05-30 00:00:00,285.38,Delivered
1090,3289,7581,2024-02-23 00:00:00,73.22,Delivered
1091,3172,7589,2024-01-15 00:00:00,230.29,Delivered
1092,3438,7593,2024-02-29 00:00:00,186.85,Delivered
1093,1008,7612,2023-01-14 00:00:00,605.11,Delivered
1094,491,7626,2023-03-06 00:00:00,54.01,Delivered
1095,3896,7631,2024-01-19 00:00:00,56.36,Delivered
1096,4049,7635,2023-12-09 00:00:00,491.61,Delivered
1097,881,7652,2024-01-08 00:00:00,269.88,Delivered
1098,1268,7656,2024-01-22 00:00:00,826.26,Delivered
1099,4589,7668,2024-01-01 00:00:00,337.53,Delivered
1100,549,7684,2022-08-03 00:00:00,340.52,Delivered
1101,2189,7685,2024-02-26 00:00:00,2198.82,Cancelled
1102,979,7700,2023-10-14 00:00:00,369.7,Delivered
1103,98,7704,2023-09-09 00:00:00,395.55,Cancelled
1104,921,7708,2023-12-25 00:00:00,1487.56,Delivered
1105,2486,7714,2023-12-03 00:00:00,117.22,Delivered
1106,3249,7719,2022-06-21 00:00:00,213.23,Delivered
1107,2192,7720,2024-02-18 00:00:00,1281.69,Delivered
1108,1836,7724,2023-03-08 00:00:00,265.38,Delivered
1109,2900,7726,2024-02-16 00:00:00,278.36,Delivered
1110,4471,7746,2023-08-08 00:00:00,108.59,Delivered
1111,3723,7758,2023-08-16 00:00:00,243.28,Delivered
1112,2973,7760,2023-05-05 00:00:00,2294.92,Delivered
1113,1953,7765,2022-10-13 00:00:00,986.61,Delivered
1114,3736,7781,2024-02-14 00:00:00,442.81,Delivered
1115,2338,7789,2023-06-12 00:00:00,332.51,Cancelled
1116,4816,7790,2024-02-26 00:00:00,114.88,Delivered
1117,2789,7794,2023-04-17 00:00:00,178.06,Delivered
1118,560,7799,2023-12-24 00:00:00,178.06,Cancelled
1119,2893,7810,2023-12-26 00:00:00,276.67,Delivered
1120,4950,7842,2024-02-14 00:00:00,784.37,Cancelled
1121,454,7852,2024-02-19 00:00:00,370.05,Delivered
1122,1443,7859,2023-08-23 00:00:00,1460.74,Delivered
1123,3227,7864,2023-12-01 00:00:00,748.23,Delivered
1124,886,7869,2023-10-16 00:00:00,561.48,Delivered
1125,788,7879,2023-10-11 00:00:00,188.55,Delivered
1126,860,7882,2023-09-26 00:00:00,539.92,Cancelled
1127,1110,7887,2024-02-13 00:00:00,132.69,Delivered
1128,3582,7895,2022-11-22 00:00:00,1540.18,Delivered
1129,1178,7898,2024-02-05 00:00:00,633.8,Cancelled
1130,1589,7900,2023-09-06 00:00:00,381.87,Delivered
1131,4087,7903,2024-02-02 00:00:00,1814.52,Delivered
1132,2949,7904,2023-01-26 00:00:00,1267.79,Shipped
1133,404,7907,2024-02-03 00:00:00,820.29,Delivered
1134,2622,7911,2023-08-18 00:00:00,233.96,Delivered
1135,4618,7930,2023-11-12 00:00:00,138.97,Delivered
1136,3709,7939,2022-08-18 00:00:00,320.89,Delivered
1137,3142,7947,2023-03-18 00:00:00,192.78,Delivered
1138,4855,7950,2023-12-07 00:00:00,175.74,Delivered
1139,2330,7956,2023-08-29 00:00:00,3971.7,Delivered
1140,1920,7960,2023-10-12 00:00:00,1190.37,Delivered
1141,3841,7971,2023-06-18 00:00:00,246.89,Delivered
1142,3153,7973,2023-12-21 00:00:00,185.86,Delivered
1143,3772,7990,2023-11-25 00:00:00,46.67,Delivered
1144,3039,7996,2023-07-22 00:00:00,1397.13,Delivered
1145,4112,8010,2023-10-27 00:00:00,809.34,Delivered
1146,1630,8012,2023-11-05 00:00:00,144.92,Delivered
1147,3043,8014,2023-09-07 00:00:00,169.53,Cancelled
1148,2381,8016,2022-04-26 00:00:00,120.83,Delivered
1149,530,8020,2023-11-27 00:00:00,50.94,Delivered
1150,2482,8027,2023-10-23 00:00:00,200.05,Delivered
1151,732,8031,2023-05-31 00:00:00,21.28,Delivered
1152,286,8049,2023-02-22 00:00:00,1396.89,Delivered
1153,4626,8055,2023-11-22 00:00:00,44.47,Delivered
1154,4834,8057,2023-10-06 00:00:00,1440.07,Delivered
1155,2409,8060,2023-04-26 00:00:00,575.13,Delivered
1156,1480,8061,2024-01-24 00:00:00,527.1,Delivered
1157,3350,8063,2023-11-29 00:00:00,149.2,Delivered
1158,1411,8067,2024-02-09 00:00:00,45.23,Delivered
1159,2665,8088,2023-11-19 00:00:00,1005.52,Delivered
1160,2214,8092,2022-02-17 00:00:00,86.07,Delivered
1161,1016,8093,2023-08-18 00:00:00,464.73,Delivered
1162,4434,8102,2023-07-31 00:00:00,717.89,Delivered
1163,3313,8121,2024-01-24 00:00:00,650.73,Delivered
1164,4108,8122,2024-02-21 00:00:00,467.24,Delivered
1165,122,8125,2023-06-05 00:00:00,265.72,Delivered
1166,1699,8126,2023-11-27 00:00:00,183.83,Delivered
1167,2291,8129,2023-07-31 00:00:00,2551.8,Delivered
1168,977,8131,2024-01-04 00:00:00,147.89,Delivered
1169,2897,8133,2023-02-23 00:00:00,490.62,Delivered
1170,4508,8144,2024-01-08 00:00:00,369.7,Delivered
1171,4938,8160,2024-02-26 00:00:00,22.17,Delivered
1172,2331,8164,2023-12-06 00:00:00,102.66,Cancelled
1173,471,8177,2023-06-22 00:00:00,277.8,Delivered
1174,140,8182,2023-12-19 00:00:00,530.12,Delivered
1175,4458,8183,2022-10-16 00:00:00,153.43,Delivered
1176,3808,8185,2022-09-02 00:00:00,64.29,Delivered
1177,779,8187,2024-02-03 00:00:00,340.98,Delivered
1178,2317,8189,2024-02-27 00:00:00,573.46,Delivered
1179,59,8194,2023-12-17 00:00:00,203.46,Delivered
1180,1907,8208,2023-11-20 00:00:00,1143.64,Cancelled
1181,3469,8215,2023-03-19 00:00:00,164.86,Delivered
1182,2588,8223,2023-10-22 00:00:00,155.53,Delivered
1183,1332,8229,2024-01-24 00:00:00,130.51,Delivered
1184,2003,8244,2023-02-10 00:00:00,631.69,Delivered
1185,3268,8248,2024-01-27 00:00:00,220.05,Delivered
1186,4896,8261,2024-02-27 00:00:00,249.41,Shipped
1187,2769,8262,2023-12-16 00:00:00,629.18,Delivered
1188,4058,8264,2024-01-04 00:00:00,108.5,Delivered
1189,1543,8265,2024-01-20 00:00:00,83.19,Delivered
1190,2360,8268,2022-10-16 00:00:00,245.19,Delivered
1191,4987,8280,2023-11-22 00:00:00,1809.08,Delivered
1192,3263,8293,2023-09-28 00:00:00,371.72,Shipped
1193,442,8300,2023-10-27 00:00:00,440.18,Delivered
1194,1519,8305,2023-11-07 00:00:00,371.72,Delivered
1195,3514,8308,2022-08-16 00:00:00,1389.18,Delivered
1196,3056,8331,2024-02-19 00:00:00,93.34,Delivered
1197,1034,8335,2023-04-20 00:00:00,410.04,Shipped
1198,4254,8342,2023-02-06 00:00:00,22.17,Delivered
1199,1015,8343,2023-04-29 00:00:00,142.57,Delivered
1200,875,8347,2023-10-10 00:00:00,490.62,Delivered
1201,4000,8356,2023-04-05 00:00:00,153.43,Cancelled
1202,4160,8358,2023-08-01 00:00:00,593.55,Delivered
1203,1117,8363,2023-11-26 00:00:00,654.37,Delivered
1204,3290,8370,2022-10-12 00:00:00,146.9,Delivered
1205,855,8373,2024-01-06 00:00:00,114.93,Delivered
1206,935,8375,2022-08-28 00:00:00,325.74,Delivered
1207,1888,8376,2023-11-14 00:00:00,737.02,Delivered
1208,3979,8378,2024-01-27 00:00:00,112.72,Delivered
1209,226,8379,2023-09-30 00:00:00,108.59,Delivered
1210,4758,8380,2023-08-07 00:00:00,269.1,Shipped
1211,198,8388,2023-07-10 00:00:00,1417.37,Delivered
1212,2629,8393,2022-02-22 00:00:00,170.26,Processing
1213,2299,8402,2023-12-16 00:00:00,228.69,Delivered
1214,2227,8410,2023-12-19 00:00:00,42.26,Delivered
1215,1396,8416,2023-12-27 00:00:00,548.09,Delivered
1216,1969,8426,2022-08-14 00:00:00,185.86,Delivered
1217,579,8428,2023-11-11 00:00:00,148.3,Processing
1218,1874,8432,2022-07-19 00:00:00,381.97,Delivered
1219,4784,8433,2023-12-26 00:00:00,847.78,Delivered
1220,4166,8440,2024-02-12 00:00:00,630.23,Delivered
1221,1984,8441,2024-02-29 00:00:00,206.92,Delivered
1222,2660,8444,2024-01-25 00:00:00,1444.21,Delivered
1223,4752,8449,2023-07-15 00:00:00,1686.41,Delivered
1224,4408,8456,2024-02-08 00:00:00,130.64,Delivered
1225,3566,8458,2023-06-24 00:00:00,467.13,Delivered
1226,4820,8460,2022-11-06 00:00:00,211.42,Delivered
1227,1742,8468,2024-02-13 00:00:00,1570.05,Delivered
1228,3406,8469,2024-02-13 00:00:00,90.67,Shipped
1229,3943,8471,2023-09-29 00:00:00,651.56,Delivered
1230,1774,8478,2023-08-31 00:00:00,373.19,Delivered
1231,2760,8480,2024-02-12 00:00:00,285.38,Delivered
1232,2736,8483,2022-03-17 00:00:00,42.26,Delivered
1233,3262,8497,2023-11-28 00:00:00,854.56,Delivered
1234,4748,8510,2022-12-25 00:00:00,290.7,Delivered
1235,2927,8519,2023-08-30 00:00:00,156.17,Delivered
1236,1703,8526,2023-09-23 00:00:00,173.01,Cancelled
1237,3154,8528,2024-01-15 00:00:00,378.47,Delivered
1238,2659,8530,2023-12-09 00:00:00,484.29,Delivered
1239,4314,8539,2023-12-03 00:00:00,617.48,Delivered
1240,1153,8549,2022-10-18 00:00:00,247.21,Delivered
1241,3739,8553,2022-06-23 00:00:00,199.81,Delivered
1242,933,8558,2024-02-11 00:00:00,1384.36,Cancelled
1243,751,8560,2023-05-13 00:00:00,1136.09,Cancelled
1244,3695,8563,2023-08-18 00:00:00,69.89,Delivered
1245,4445,8576,2024-02-28 00:00:00,139.34,Delivered
1246,2159,8590,2024-01-31 00:00:00,143.49,Delivered
1247,3400,8591,2023-10-30 00:00:00,249.41,Delivered
1248,868,8593,2023-09-07 00:00:00,2011.04,Delivered
1249,4602,8595,2023-07-30 00:00:00,362.39,Delivered
1250,3125,8599,2023-06-17 00:00:00,158.03,Cancelled
1251,1863,8605,2023-10-05 00:00:00,286.98,Delivered
1252,46,8610,2024-01-04 00:00:00,247.21,Delivered
1253,1263,8614,2024-02-04 00:00:00,1630.34,Delivered
1254,389,8616,2023-10-07 00:00:00,442.81,Delivered
1255,841,8623,2024-01-16 00:00:00,139.47,Shipped
1256,4420,8636,2022-06-08 00:00:00,267.6,Processing
1257,787,8639,2024-01-29 00:00:00,1443.13,Delivered
1258,3263,8643,2024-01-15 00:00:00,666.1,Delivered
1259,2845,8648,2023-08-17 00:00:00,54.01,Cancelled
1260,1088,8650,2023-03-08 00:00:00,40.81,Delivered
1261,1183,8652,2023-05-28 00:00:00,560.9,Delivered
1262,151,8655,2024-02-16 00:00:00,387.59,Delivered
1263,2267,8663,2024-02-20 00:00:00,819.67,Delivered
1264,2566,8664,2024-02-27 00:00:00,570.76,Delivered
1265,4440,8678,2023-08-13 00:00:00,69.74,Delivered
1266,4108,8680,2024-02-25 00:00:00,276.05,Delivered
1267,1287,8685,2023-03-17 00:00:00,465.83,Delivered
1268,1707,8688,2023-11-06 00:00:00,16.33,Delivered
1269,342,8693,2023-08-15 00:00:00,45.23,Cancelled
1270,1965,8718,2023-12-23 00:00:00,2076.08,Cancelled
1271,1722,8720,2023-03-05 00:00:00,101.52,Delivered
1272,199,8725,2024-01-05 00:00:00,405.51,Shipped
1273,3978,8732,2022-09-22 00:00:00,138.38,Delivered
1274,4987,8736,2024-01-18 00:00:00,50.0,Delivered
1275,3803,8737,2024-02-09 00:00:00,139.34,Delivered
1276,3824,8738,2023-05-15 00:00:00,1197.54,Delivered
1277,113,8744,2024-02-10 00:00:00,1407.44,Cancelled
1278,519,8746,2024-02-09 00:00:00,377.1,Shipped
1279,3684,8751,2023-12-12 00:00:00,138.71,Delivered
1280,1738,8755,2023-08-29 00:00:00,1305.16,Delivered
1281,4086,8766,2023-12-21 00:00:00,526.26,Delivered
1282,3913,8780,2023-10-10 00:00:00,3568.79,Delivered
1283,3502,8787,2023-03-31 00:00:00,376.72,Delivered
1284,1430,8790,2023-11-12 00:00:00,270.36,Delivered
1285,1625,8822,2023-11-29 00:00:00,763.13,Delivered
1286,3276,8824,2023-07-25 00:00:00,120.27,Delivered
1287,2512,8832,2024-03-01 00:00:00,1005.52,Delivered
1288,122,8836,2023-03-03 00:00:00,935.24,Delivered
1289,2943,8839,2024-02-01 00:00:00,704.54,Processing
1290,2821,8841,2023-10-17 00:00:00,570.76,Delivered
1291,168,8845,2024-01-09 00:00:00,4601.6,Delivered
1292,1192,8848,2023-05-16 00:00:00,27.44,Delivered
1293,4332,8866,2023-04-24 00:00:00,736.18,Delivered
1294,4186,8879,2022-06-11 00:00:00,3839.86,Delivered
1295,3805,8881,2024-02-15 00:00:00,1684.99,Delivered
1296,329,8890,2023-09-25 00:00:00,1945.66,Delivered
1297,2956,8909,2024-01-14 00:00:00,568.3,Delivered
1298,4040,8935,2024-01-03 00:00:00,704.15,Cancelled
1299,3392,8937,2023-11-24 00:00:00,26.07,Delivered
1300,3394,8944,2023-08-31 00:00:00,833.88,Cancelled
1301,665,8948,2023-07-18 00:00:00,651.45,Delivered
1302,1578,8952,2022-10-01 00:00:00,391.83,Delivered
1303,104,8962,2023-08-26 00:00:00,446.08,Delivered
1304,4715,8966,2023-08-11 00:00:00,147.52,Delivered
1305,4704,8972,2024-02-23 00:00:00,214.72,Delivered
1306,1255,8982,2023-01-13 00:00:00,286.98,Delivered
1307,4837,8989,2023-06-15 00:00:00,464.3,Cancelled
1308,4868,9005,2022-08-14 00:00:00,1199.62,Delivered
1309,662,9015,2024-02-04 00:00:00,294.23,Delivered
1310,817,9044,2024-01-25 00:00:00,361.01,Delivered
1311,115,9048,2023-11-03 00:00:00,304.56,Processing
1312,2122,9057,2024-02-29 00:00:00,25.47,Delivered
1313,4412,9067,2023-02-26 00:00:00,54.01,Delivered
1314,165,9070,2022-07-02 00:00:00,108.5,Delivered
1315,1112,9071,2024-01-30 00:00:00,262.6,Delivered
1316,4779,9079,2023-09-07 00:00:00,42.26,Delivered
1317,1245,9096,2024-01-22 00:00:00,230.29,Delivered
1318,4332,9106,2024-02-10 00:00:00,170.49,Cancelled
1319,14,9107,2024-02-28 00:00:00,234.23,Delivered
1320,4252,9108,2023-07-14 00:00:00,1344.36,Processing
1321,1626,9116,2024-01-10 00:00:00,962.58,Delivered
1322,4050,9117,2023-09-12 00:00:00,918.47,Delivered
1323,596,9119,2023-11-07 00:00:00,193.47,Delivered
1324,4199,9121,2023-06-29 00:00:00,69.61,Delivered
1325,2142,9124,2023-08-22 00:00:00,3068.06,Delivered
1326,2144,9138,2024-01-10 00:00:00,38.36,Delivered
1327,1846,9141,2022-09-18 00:00:00,1396.89,Cancelled
1328,1482,9143,2024-02-13 00:00:00,628.04,Delivered
1329,4451,9145,2023-10-24 00:00:00,544.35,Delivered
1330,2986,9153,2023-06-16 00:00:00,187.4,Delivered
1331,2875,9156,2023-11-28 00:00:00,413.84,Delivered
1332,2769,9163,2022-07-08 00:00:00,1329.02,Cancelled
1333,1664,9165,2022-12-01 00:00:00,1138.04,Delivered
1334,1846,9171,2023-11-22 00:00:00,150.5,Delivered
1335,3033,9180,2024-02-28 00:00:00,711.87,Delivered
1336,862,9185,2023-12-17 00:00:00,1924.76,Cancelled
1337,3781,9190,2023-11-13 00:00:00,528.8,Delivered
1338,172,9191,2023-12-26 00:00:00,56.36,Delivered
1339,4949,9194,2023-08-08 00:00:00,383.33,Delivered
1340,2430,9204,2023-10-03 00:00:00,4401.38,Delivered
1341,126,9205,2023-11-29 00:00:00,92.1,Delivered
1342,465,9212,2023-11-10 00:00:00,147.79,Delivered
1343,658,9218,2023-02-05 00:00:00,446.08,Delivered
1344,3680,9223,2023-10-31 00:00:00,174.95,Cancelled
1345,4501,9224,2023-03-09 00:00:00,344.73,Delivered
1346,3556,9230,2023-01-23 00:00:00,290.28,Delivered
1347,2505,9236,2023-07-05 00:00:00,63.51,Cancelled
1348,4699,9237,2023-12-27 00:00:00,853.83,Delivered
1349,3839,9238,2022-03-22 00:00:00,1817.08,Delivered
1350,92,9243,2023-11-18 00:00:00,1178.71,Delivered
1351,4624,9245,2022-07-20 00:00:00,352.26,Shipped
1352,857,9253,2023-10-27 00:00:00,320.57,Delivered
1353,2013,9263,2023-06-30 00:00:00,40.81,Delivered
1354,2601,9264,2023-06-02 00:00:00,139.34,Delivered
1355,274,9278,2023-09-13 00:00:00,255.26,Delivered
1356,61,9280,2023-06-01 00:00:00,82.32,Delivered
1357,1876,9291,2023-08-27 00:00:00,567.64,Delivered
1358,538,9307,2024-02-27 00:00:00,688.94,Delivered
1359,700,9311,2023-09-21 00:00:00,558.43,Delivered
1360,1916,9320,2023-12-13 00:00:00,667.5,Delivered
1361,3880,9328,2024-02-22 00:00:00,240.89,Delivered
1362,249,9332,2023-10-05 00:00:00,977.84,Delivered
1363,1814,9335,2023-11-25 00:00:00,939.18,Delivered
1364,2462,9343,2023-12-16 00:00:00,808.88,Delivered
1365,4603,9351,2024-01-06 00:00:00,277.14,Cancelled
1366,3676,9354,2024-01-01 00:00:00,604.69,Delivered
1367,2719,9358,2024-01-25 00:00:00,271.73,Delivered
1368,4864,9361,2024-02-01 00:00:00,83.19,Delivered
1369,4203,9370,2024-02-22 00:00:00,542.02,Delivered
1370,254,9381,2023-05-03 00:00:00,142.57,Delivered
1371,2326,9398,2023-12-10 00:00:00,1455.04,Delivered
1372,3609,9402,2023-09-09 00:00:00,190.53,Delivered
1373,3198,9420,2023-06-20 00:00:00,86.17,Delivered
1374,3034,9433,2023-05-13 00:00:00,1020.72,Delivered
1375,196,9442,2022-10-23 00:00:00,419.96,Delivered
1376,3753,9455,2023-07-17 00:00:00,1732.33,Cancelled
1377,2013,9461,2023-07-04 00:00:00,271.9,Delivered
